ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9400ZZMNWYN1,,,,Wymondham Abbey (Mid Norfolk Railway),,,,,,-,,,,,,,E0048862,Wymondham,,,,,,,0,UKOS,610449,301462,1.1039927814,52.57025091256,PLT,,,,,,147,2010-04-12T15:03:00,2010-04-12T15:04:00,1,revise,active
9400ZZNEUGST,,,,Nine Elms Underground Station,,,,,,,,,,N/A,,,E0034897,Nine Elms,London,,,,,,0,UKOS,530060,177322,-0.12847579781,51.47991242524,MET,,,,,,147,2021-01-05T11:14:12,2021-01-05T11:14:12,1,new,active
9400ZZNNHOL,,,,Holt (North Norfolk Railway),,,,,,-,,,,,,,E0048671,Holt,,,,,,,0,UKOS,609425,339460,1.1131372798,52.91173042363,MET,,,,,,147,2008-10-14T16:30:00,2008-10-29T11:09:00,3,revise,active
9400ZZNNHOL1,,,,Holt (North Norfolk Railway),,,,,,-,,,,,,,E0048671,Holt,,,,,,,0,UKOS,609426,339461,1.11315277205,52.91173901025,PLT,,,,,,147,2010-04-12T15:20:00,2010-04-12T15:27:00,1,revise,active
9400ZZNNSHM,,,,Sheringham (North Norfolk Railway),,,,,,-,,,,,,,E0048708,Sheringham,,,,,,,0,UKOS,615648,343077,1.20793143519,52.94173459194,MET,,,,,,147,2008-10-14T16:32:00,2008-10-15T16:47:00,1,revise,active
9400ZZNNSHM1,,,,Sheringham (North Norfolk Railway),,,,,,-,,,,,,,E0048708,Sheringham,,,,,,,0,UKOS,615649,343078,1.20794695668,52.9417431657,PLT,,,,,,147,2010-04-12T15:25:00,2010-04-12T15:27:00,1,revise,active
9400ZZNNWEY,,,,Weybourne (North Norfolk Railway),,,,,,-,,,,,,,E0048738,Weybourne,,,,,,,0,UKOS,611858,341935,1.1508754626,52.93299236962,MET,,,,,,147,2008-10-14T16:35:00,2008-10-15T16:48:00,1,revise,active
9400ZZNNWEY1,,,,Weybourne (North Norfolk Railway),,,,,,-,,,,,,,E0048738,Weybourne,,,,,,,0,UKOS,611859,341936,1.1508909699,52.93300095106,PLT,,,,,,147,2010-04-12T15:27:00,2010-04-12T15:28:00,1,revise,active
9400ZZNOBCF,,,,Beaconsfield Street Tram Stop,,,,Beaconsfield Street,,Noel Street,,,,,,,E0040129,Forest Fields,Nottingham,,Nottingham,,Forest Fields,,0,UKOS,455785,341752,-1.17079292361,52.97023327015,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:24:00,2,revise,active
9400ZZNOBCF1,ntmatwdg,,,Beaconsfield Street Tram Stop,,,,Beaconsfield Street,,Noel Street,,,,NET15,,,E0040129,Forest Fields,Nottingham,,Nottingham,,Forest Fields,,0,UKOS,455812,341733,-1.17039420086,52.97005968923,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:03:00,5,revise,active
9400ZZNOBCF2,,,,Beaconsfield Street Tram Stop,,,,Noel Street,,Beaconsfield Street,,,,Platform 2,,,E0040133,Hyson Green,Nottingham,,,,,,1,UKOS,455785,341751,-1.17079309559,52.97022428188,PLT,,,,,,147,2004-10-24T00:00:00,2009-03-18T16:28:00,1,revise,inactive
9400ZZNOBCL,,,,Bramcote Lane Tram Stop,,,,Bramcote Lane,,Sandby Court,,,,,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,451449,336289,-1.23621576174,52.92156202968,MET,,,,,,147,2015-09-03T11:25:00,2015-09-03T12:27:00,2,revise,active
9400ZZNOBCL1,ntsjmapw,,,Bramcote Lane Tram Stop,,,,Bramcote Lane,,Sandby Court,,,,NET E-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,451447,336292,-1.23624503163,52.92158918626,PLT,,,,,,147,2015-09-03T11:26:00,2015-09-03T12:27:00,2,revise,active
9400ZZNOBCL2,ntsjmata,,,Bramcote Lane Tram Stop,,,,Bramcote Lane,,Sandby Court,,,,NET W-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,451450,336286,-1.23620136399,52.92153496866,PLT,,,,,,147,2015-09-03T11:28:00,2015-09-03T12:27:00,2,revise,active
9400ZZNOBEE,,,,Beeston Centre Tram Stop,,,,Beeston Centre Interchange,,Styring Street,,,,,,,E0020501,Beeston,,,Beeston,,Beeston,,0,UKOS,452885,336725,-1.21478860298,52.92534183457,MET,,,,,,147,2015-09-03T11:21:00,2015-09-03T12:26:00,2,revise,active
9400ZZNOBEE1,ntsjmapm,,,Beeston Centre Tram Stop,,,,Beeston Centre Interchange,,Styring Street,,,,NET SE-bound,,,E0020501,Beeston,,,Beeston,,Beeston,,0,UKOS,452900,336696,-1.21457021904,52.925079696,PLT,,,,,,147,2015-09-03T11:22:00,2015-09-03T12:26:00,2,revise,active
9400ZZNOBEE2,ntsjmapt,,,Beeston Centre Tram Stop,,,,Beeston Centre Interchange,,Styring Street,,,,NET NW- bound,,,E0020501,Beeston,,,Beeston,,Beeston,,0,UKOS,452872,336754,-1.21497724269,52.92560377628,PLT,,,,,,147,2015-09-03T11:24:00,2015-09-03T12:26:00,2,revise,active
9400ZZNOBFD,,,,Basford Tram Stop,,,,Vernon Road,,Vernon Road,,,,,,,N0073055,Basford,Nottingham,,Nottingham,,Basford,,0,UKOS,455248,343018,-1.17857241578,52.98166791136,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:29:00,1,revise,active
9400ZZNOBFD1,ntmatwga,,,Basford Tram Stop,,,,Vernon Road,,Vernon Road,,,,NET21,,,N0073055,Basford,Nottingham,,Nottingham,,Basford,,0,UKOS,455259,343013,-1.1784094501,52.98162183843,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:05:00,3,revise,active
9400ZZNOBFD2,ntmatwgd,,,Basford Tram Stop,,,,Vernon Road,,Vernon Road,,,,NET22,,,N0073055,Basford,Nottingham,,Nottingham,,Basford,,0,UKOS,455267,343016,-1.17828979839,52.98164798012,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:14:00,3,revise,active
9400ZZNOBLV,,,,University Boulevard Tram Stop,,,,University Boulevard,,University Boulevard,,,,,,,N0077200,Nottingham University Main Campus,Nottingham,,Nottingham University Main Campus,,,,0,UKOS,453725,337497,-1.2021674885,52.93219769017,MET,,,,,,147,2014-11-06T12:22:00,2014-11-06T14:31:00,1,revise,active
9400ZZNOBLV1,ntmwtmtw,,,University Boulevard Tram Stop,,,,University Boulevard,,University Boulevard,,,,NET E-bound,,,N0077200,Nottingham University Main Campus,Nottingham,,Nottingham University Main Campus,,,,0,UKOS,453725,337501,-1.20216682755,52.93223364375,PLT,,,,,,147,2014-11-06T13:13:00,2014-11-06T14:31:00,1,revise,active
9400ZZNOBLV2,ntmwtmtp,,,University Boulevard Tram Stop,,,,University Boulevard,,University Boulevard,,,,NET W-bound,,,N0077200,Nottingham University Main Campus,Nottingham,,Nottingham University Main Campus,,,,0,UKOS,453724,337493,-1.20218302509,52.93216183643,PLT,,,,,,147,2014-11-06T13:15:00,2014-11-06T14:31:00,1,revise,active
9400ZZNOBTH,,,,Butler's Hill Tram Stop,,,,,,Butlers Hill,,,,,,,E0020329,Butlers Hill,Hucknall,,Hucknall,,Butlers Hill,,0,UKOS,454525,348252,-1.18845817989,53.02878631919,MET,,,,,,147,2006-04-13T00:00:00,2011-01-24T14:50:00,4,revise,active
9400ZZNOBTH1,ntsgtdja,,,Butler's Hill Tram Stop,,,,,,Butlers Hill,,,,NET38,,,E0020329,Butlers Hill,Hucknall,,Hucknall,,Butlers Hill,,0,UKOS,454519,348259,-1.1885464522,53.0288498468,PLT,,,,,,147,2006-04-13T00:00:00,2010-04-12T17:41:00,4,revise,active
9400ZZNOBTH2,ntsgtdjd,,,Butler's Hill Tram Stop,,,,,,Butlers Hill,,,,NET39,,,E0020329,Butlers Hill,Hucknall,,Hucknall,,Butlers Hill,,0,UKOS,454531,348255,-1.18836822098,53.02881267369,PLT,,,,,,147,2006-04-13T00:00:00,2010-04-12T17:41:00,3,revise,active
9400ZZNOBWF,,,,Bulwell Forest Tram Stop,,,,Bestwood Road,,Bestwood Road,,,,,,,N0077409,Bulwell Forest,Bulwell,,Nottingham,,Bulwell Forest,,1,UKOS,454405,345655,-1.19068399721,53.00545604793,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:31:00,1,revise,active
9400ZZNOBWF1,ntmatwjw,,,Bulwell Forest Tram Stop,,,,Bestwood Road,,Bestwood Road,,,,NET34,,,N0077409,Bulwell Forest,Bulwell,,Nottingham,,Bulwell Forest,,1,UKOS,454445,345735,-1.19007451103,53.00617105192,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:19:00,3,revise,active
9400ZZNOBWF2,ntmatwma,,,Bulwell Forest Tram Stop,,,,Bestwood Road,,Bestwood Road,,,,NET35,,,N0077409,Bulwell Forest,Bulwell,,Nottingham,,Bulwell Forest,,1,UKOS,454449,345735,-1.19001490695,53.00617064609,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:20:00,3,revise,active
9400ZZNOBWL,,,,Bulwell Tram Stop,,,,Bulwell Station,,Station Road,,,,,,,E0040124,Bulwell,Nottingham,,Nottingham,,Bulwell,,1,UKOS,454110,345008,-1.19518785728,52.99967046019,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:33:00,1,revise,active
9400ZZNOBWL1,ntmatwjp,,,Bulwell Tram Stop,,,,Bulwell Station,,Station Road,,,,NET32,,,E0040124,Bulwell,Nottingham,,Nottingham,,Bulwell,,1,UKOS,454084,344971,-1.19558140551,52.99934051418,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:19:00,3,revise,active
9400ZZNOBWL2,ntmatwjt,,,Bulwell Tram Stop,,,,Bulwell Station,,Station Road,,,,NET33,,,E0040124,Bulwell,Nottingham,,Nottingham,,Bulwell,,1,UKOS,454088,344971,-1.19552181075,52.99934011114,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:19:00,3,revise,active
9400ZZNOCAT,,,,Cator Lane Tram Stop,,,,Cator Lane,,N/A,,,,,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,451768,336409,-1.23145246554,52.92261006593,MET,,,,,,147,2015-09-03T11:29:00,2015-09-03T12:28:00,2,revise,active
9400ZZNOCAT1,ntsjmatd,,,Cator Lane Tram Stop,,,,Cator Lane,,N/A,,,,NET E-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,451768,336412,-1.2314519882,52.92263703135,PLT,,,,,,147,2015-09-03T11:31:00,2015-09-03T12:28:00,2,revise,active
9400ZZNOCAT2,ntsjmatg,,,Cator Lane Tram Stop,,,,Cator Lane,,N/A,,,,NET W-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,451769,336405,-1.23143822955,52.92257401587,PLT,,,,,,147,2015-09-03T11:35:00,2015-09-03T12:28:00,2,revise,active
9400ZZNOCDH,,,,Cinderhill Tram Stop,,,,Cinderhill,,Cinderhill Road,,,,,,,E0040126,Cinderhill,Nottingham,,Nottingham,,Cinderhill,,1,UKOS,453752,343815,-1.20071959,52.98898338978,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:34:00,1,revise,active
9400ZZNOCDH1,ntmatwjd,,,Cinderhill Tram Stop,,,,Cinderhill,,Cinderhill Road,,,,NET29,,,E0040126,Cinderhill,Nottingham,,Nottingham,,Cinderhill,,1,UKOS,453754,343814,-1.2006899656,52.98897420128,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:18:00,3,revise,active
9400ZZNOCDH2,ntmatwjg,,,Cinderhill Tram Stop,,,,Cinderhill,,Cinderhill Road,,,,NET30,,,E0040126,Cinderhill,Nottingham,,Nottingham,,Cinderhill,,1,UKOS,453758,343814,-1.20063038503,52.98897380086,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:18:00,3,revise,active
9400ZZNOCHL,,,,Chilwell Road Tram Stop,,,,Chilwell Road,,Chilwell Road,,,,,,,E0020501,Beeston,,,Beeston,,Beeston,,0,UKOS,452524,336427,-1.22020599986,52.92269862573,MET,,,,,,147,2015-09-03T11:36:00,2015-09-03T12:29:00,2,revise,active
9400ZZNOCHL1,ntsjmatj,,,Chilwell Road Tram Stop,,,,Chilwell Road,,Chilwell Road,,,,NET NE-bound,,,E0020501,Beeston,,,Beeston,,Beeston,,0,UKOS,452521,336430,-1.22025013292,52.92272588378,PLT,,,,,,147,2015-09-03T11:44:00,2015-09-03T12:29:00,1,revise,active
9400ZZNOCHL2,ntsjmatm,,,Chilwell Road Tram Stop,,,,Chilwell Road,,Chilwell Road,,,,NET SW-bound,,,E0020501,Beeston,,,Beeston,,Beeston,,0,UKOS,452528,336424,-1.22014699441,52.92267127008,PLT,,,,,,147,2015-09-03T11:50:00,2015-09-03T12:29:00,1,revise,active
9400ZZNOCLC,,,,Clifton Centre Tram Stop,,,,Clifton Leisure Centre,,Southchurch Drive,,,,,,,E0040127,Clifton,Nottingham,,Nottingham,,,,0,UKOS,455456,334348,-1.17695455195,52.90371772616,MET,,,,,,147,2014-11-06T09:19:00,2014-11-06T14:01:00,1,revise,active
9400ZZNOCLC1,ntmwtpjd,,,Clifton Centre Tram Stop,,,,Clifton Leisure Centre,,Southchurch Drive,,,,NET NE-bound,,,E0040127,Clifton,Nottingham,,Nottingham,,,,0,UKOS,455454,334350,-1.17698394299,52.90373590885,PLT,,,,,,147,2014-11-06T09:31:00,2014-11-06T14:00:00,1,revise,active
9400ZZNOCLC2,ntmwtpja,,,Clifton Centre Tram Stop,,,,Clifton Leisure Centre,,Southchurch Drive,,,,NET SW-bound,,,E0040127,Clifton,Nottingham,,Nottingham,,,,0,UKOS,455459,334347,-1.17691012485,52.90370842889,PLT,,,,,,147,2014-11-06T09:42:00,2014-11-06T14:00:00,1,revise,active
9400ZZNOCLS,,,,Clifton South Tram Stop,,,,Clifton Park and Ride,,N/A,,,,,,,E0040127,Clifton,Nottingham,,Clifton,,Clifton,,0,UKOS,454406,333550,-1.19269697236,52.89665204736,MET,,,,,,147,2015-09-03T11:51:00,2015-09-03T12:30:00,2,revise,active
9400ZZNOCLS1,ntmwtmgj,,,Clifton South Tram Stop,,,,Clifton Park and Ride,,N/A,,,,NET NE-bound,,,E0040127,Clifton,Nottingham,,Clifton,,Clifton,,0,UKOS,454405,333552,-1.19271150183,52.89667012519,PLT,,,,,,147,2015-09-03T11:54:00,2015-09-03T12:30:00,1,revise,active
9400ZZNOCLS2,ntmwtmgd,,,Clifton South Tram Stop,,,,Clifton Park and Ride,,N/A,,,,NET NE-bound,,,E0040127,Clifton,Nottingham,,Clifton,,Clifton,,0,UKOS,454407,333549,-1.19268227591,52.89664295794,PLT,,,,,,147,2015-09-03T11:56:00,2015-09-03T12:30:00,1,revise,active
9400ZZNOCOM,,,,Compton Acres Tram Stop,,,,Ruddington Lane Rec.,,N/A,,,,,,,N0061145,Compton Acres,West Bridgford,,Nottingham,,,,0,UKOS,456744,336071,-1.15750711427,52.91907045839,MET,,,,,,147,2014-11-06T09:53:00,2014-11-06T14:04:00,1,revise,active
9400ZZNOCOM1,ntmwtpgp,,,Compton Acres Tram Stop,,,,Ruddington Lane Rec.,,N/A,,,,NET S-bound,,,N0061145,Compton Acres,West Bridgford,,Nottingham,,,,0,UKOS,456748,336071,-1.15744763034,52.91907003671,PLT,,,,,,147,2014-11-06T10:05:00,2014-11-06T14:04:00,1,revise,active
9400ZZNOCOM2,ntmwtpgm,,,Compton Acres Tram Stop,,,,Ruddington Lane Rec.,,N/A,,,,NET N-bound,,,N0061145,Compton Acres,West Bridgford,,Nottingham,,,,0,UKOS,456741,336071,-1.15755172722,52.91907077462,PLT,,,,,,147,2014-11-06T10:09:00,2014-11-06T14:04:00,1,revise,active
9400ZZNODVL,,,,David Lane Tram Stop,,,,David Lane,,Vernon Road,,,,,,,N0073055,Basford,Nottingham,,Nottingham,,Basford,,1,UKOS,455003,343372,-1.18216102241,52.98487490534,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:35:00,1,revise,active
9400ZZNODVL1,ntmatwgj,,,David Lane Tram Stop,,,,David Lane,,Vernon Road,,,,NET23,,,N0073055,Basford,Nottingham,,Nottingham,,Basford,,1,UKOS,455005,343374,-1.18213089566,52.98489267704,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:15:00,3,revise,active
9400ZZNODVL2,ntmatwgm,,,David Lane Tram Stop,,,,David Lane,,Vernon Road,,,,NET24,,,N0073055,Basford,Nottingham,,Nottingham,,Basford,,1,UKOS,455011,343378,-1.18204085472,52.98492801557,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:16:00,3,revise,active
9400ZZNOESK,,,,Eskdale Drive Tram Stop,,,,Eskdale Drive,,Eskdale Drive,,,,,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,1,UKOS,450987,336147,-1.24310894215,52.92032961606,MET,,,,,,147,2015-09-03T11:58:00,2015-09-03T12:31:00,1,revise,active
9400ZZNOESK1,ntsjmatp,,,Eskdale Drive Tram Stop,,,,Eskdale Drive,,Eskdale Drive,,,,NET E-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,1,UKOS,450986,336150,-1.24312334382,52.92035667627,PLT,,,,,,147,2015-09-03T12:00:00,2015-09-03T12:31:00,1,revise,active
9400ZZNOESK2,ntsjmatw,,,Eskdale Drive Tram Stop,,,,Eskdale Drive,,Eskdale Drive,,,,NET W-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,1,UKOS,450988,336144,-1.2430945405,52.92030255586,PLT,,,,,,147,2015-09-03T12:01:00,2015-09-03T12:31:00,1,revise,active
9400ZZNOGRE,,,,Gregory Street Tram Stop,,,,The Red Cow (ph),,Lenton Lane,,,,,,,N0073065,Lenton,Nottingham,,Nottingham,,,,0,UKOS,455399,338815,-1.17704111913,52.94387456571,MET,,,,,,147,2014-11-06T10:11:00,2014-11-06T14:06:00,1,revise,active
9400ZZNOGRE1,ntmwtpgj,,,Gregory Street Tram Stop,,,,The Red Cow (ph),,Lenton Lane,,,,NET E-bound,,,N0073065,Lenton,Nottingham,,Nottingham,,,,0,UKOS,455399,338817,-1.1770407781,52.94389254235,PLT,,,,,,147,2014-11-06T10:12:00,2014-11-06T14:06:00,1,revise,active
9400ZZNOGRE2,ntmwtpgd,,,Gregory Street Tram Stop,,,,The Red Cow (ph),,Lenton Lane,,,,NET W-bound,,,N0073065,Lenton,Nottingham,,Nottingham,,,,0,UKOS,455399,338813,-1.17704146016,52.94385658907,PLT,,,,,,147,2014-11-06T10:17:00,2014-11-06T14:06:00,1,revise,active
9400ZZNOHBV,,,,Highbury Vale Tram Stop,,,,Highbury Vale,,Highbury Vale,,,,,,,E0040132,Highbury Vale,Nottingham,,Nottingham,,Highbury Vale,,1,UKOS,454472,343902,-1.18998048354,52.98969281654,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:36:00,1,revise,active
9400ZZNOHBV1,ntmatwgp,,,Highbury Vale Tram Stop,,,,Highbury Vale,,Highbury Vale,,,,NET25,,,E0040132,Highbury Vale,Nottingham,,Nottingham,,Highbury Vale,,1,UKOS,454484,343908,-1.18980073046,52.98974552876,PLT,,,,,,147,2006-04-13T00:00:00,2010-11-16T10:11:00,4,revise,active
9400ZZNOHBV2,ntmatwgt,,,Highbury Vale Tram Stop,,,,Highbury Vale,,Highbury Vale,,,,NET26,,,E0040132,Highbury Vale,Nottingham,,Nottingham,,Highbury Vale,,1,UKOS,454493,343917,-1.18966515856,52.98982551001,PLT,,,,,,147,2006-04-13T00:00:00,2010-11-16T10:11:00,4,revise,active
9400ZZNOHBV3,ntmatwgw,,,Highbury Vale Tram Stop,,,,Highbury Vale Branch Off,,Highbury Vale,,,,NET27,,,E0040132,Highbury Vale,Nottingham,,Nottingham,,Highbury Vale,,1,UKOS,454443,343869,-1.1904179934,52.98939914431,PLT,,,,,,147,2006-04-13T00:00:00,2010-11-16T10:11:00,5,revise,active
9400ZZNOHBV4,ntmatwja,,,Highbury Vale Tram Stop,,,,Highbury Vale Branch Off,,Highbury Vale,,,,NET28,,,E0040132,Highbury Vale,Nottingham,,Nottingham,,Highbury Vale,,1,UKOS,454446,343876,-1.19037213145,52.98946175811,PLT,,,,,,147,2006-04-13T00:00:00,2010-11-16T10:12:00,5,revise,active
9400ZZNOHGM,,,,Hyson Green Market Tram Stop,,,,St Paul's Avenue,,Radford Road,,,,,,,E0040133,Hyson Green,Nottingham,,Nottingham,,Hyson Green,,0,UKOS,455792,341296,-1.17076712392,52.96613389201,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:37:00,1,revise,active
9400ZZNOHGM1,ntmatwdm,,,Hyson Green Market Tram Stop,,,,St Paul's Avenue,,Radford Road,,,,NET17,,,E0040133,Hyson Green,Nottingham,,Nottingham,,Hyson Green,,0,UKOS,455774,341332,-1.17102890476,52.96645933831,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:04:00,2,revise,active
9400ZZNOHGM2,,,,Hyson Green Market Tram Stop,,,,ASDA,,Radford Road,,,,Platform 2,,,E0040133,Hyson Green,Nottingham,,,,,,1,UKOS,455750,341249,-1.17140046113,52.9657158018,PLT,,,,,,147,2004-10-24T00:00:00,2009-03-18T16:39:00,2,revise,inactive
9400ZZNOHIG,,,,High Road - Central College Tram Stop,,,,Central College Nottingham,,High Road,,,,,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,452320,336267,-1.22326571235,52.92128033871,MET,,,,,,147,2015-09-03T12:03:00,2015-09-03T12:32:00,1,revise,active
9400ZZNOHIG1,ntsjmawa,,,High Road - Central College Tram Stop,,,,Central College Nottingham,,High Road,,,,NET NE-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,452318,336270,-1.22329497392,52.92130749846,PLT,,,,,,147,2015-09-03T12:04:00,2015-09-03T12:32:00,1,revise,active
9400ZZNOHIG2,ntsjmawd,,,High Road - Central College Tram Stop,,,,Central College Nottingham,,High Road,,,,NET SW-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,0,UKOS,452322,336265,-1.22323629,52.92126216742,PLT,,,,,,147,2015-09-03T12:06:00,2015-09-03T12:32:00,1,revise,active
9400ZZNOHKL,,,,Hucknall Tram Stop,,,,Hucknall Rail Station,,Station Road,,,,,,,E0057592,Hucknall,,,Hucknall,,,,1,UKOS,454021,349303,-1.19579655396,53.03828395848,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:39:00,2,revise,active
9400ZZNOHKL1,ntsgtdjg,,,Hucknall Tram Stop,,,,Hucknall Rail Station,,Station Road,,,,NET40,,,E0057592,Hucknall,,,Hucknall,,,,1,UKOS,454020,349304,-1.19581129888,53.03829304747,PLT,,,,,,147,2006-04-13T00:00:00,2009-09-16T10:05:00,2,revise,active
9400ZZNOHKL2,,,,Hucknall Tram Stop,,,,Hucknall Robin Hood Line Station,,Station Road,,,,Platform 2,,,E0057592,Hucknall,,,,,,,1,UKOS,454020,349302,-1.19581163327,53.03827507103,PLT,,,,,,147,2004-10-24T00:00:00,2024-03-20T16:40:00,3,revise,active
9400ZZNOHOL,,,,Holy Trinity Tram Stop,,,,Holy Trinity Church,,Southchurch Drive,,,,,,,E0040127,Clifton,Nottingham,,Nottingham,,,,0,UKOS,455175,333599,-1.18125871568,52.89701427489,MET,,,,,,147,2014-11-06T10:28:00,2014-11-06T14:09:00,1,revise,active
9400ZZNOHOL1,ntmwtpga,,,Holy Trinity Tram Stop,,,,Holy Trinity Church,,Southchurch Drive,,,,NET NE-bound,,,E0040127,Clifton,Nottingham,,Nottingham,,,,0,UKOS,455173,333602,-1.18128793468,52.89704144492,PLT,,,,,,147,2014-11-06T10:29:00,2014-11-06T14:09:00,1,revise,active
9400ZZNOHOL2,ntmwtpdw,,,Holy Trinity Tram Stop,,,,Holy Trinity Church,,Southchurch Drive,,,,NET SW-bound,,,E0040127,Clifton,Nottingham,,Nottingham,,,,0,UKOS,455177,333597,-1.18122932735,52.89699609326,PLT,,,,,,147,2014-11-06T10:32:00,2014-11-06T14:09:00,1,revise,active
9400ZZNOHSC,,,,High School Tram Stop,,,,High School,,Waverley Street,,,,,,,E0040114,Arboretum,Nottingham,,Nottingham,,Arboretum,,1,UKOS,456395,340911,-1.16185708386,52.96261047189,MET,,,,,,147,2006-04-13T00:00:00,2009-03-18T16:41:00,1,revise,active
9400ZZNOHSC1,ntmatwam,,,High School Tram Stop,,,,High School,,Waverley Street,,,,NET10,,,E0040114,Arboretum,Nottingham,,Nottingham,,Arboretum,,1,UKOS,456414,340881,-1.16157946622,52.96233883014,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:00:00,3,revise,active
9400ZZNOHSC2,ntmatwap,,,High School Tram Stop,,,,High School,,Waverley Street,,,,NET11,,,E0040114,Arboretum,Nottingham,,Nottingham,,Arboretum,,1,UKOS,456422,340889,-1.16145898861,52.96240989643,PLT,,,,,,147,2006-04-13T00:00:00,2009-08-21T11:01:00,3,revise,active
9400ZZNOINH,,,,Inham Road Tram Stop,,,,Inham Road,,Eskdale Drive,,,,,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,1,UKOS,450427,336056,-1.25145122236,52.91956440261,MET,,,,,,147,2015-09-03T12:07:00,2015-09-03T12:33:00,1,revise,active
9400ZZNOINH1,ntsjmawg,,,Inham Road Tram Stop,,,,Inham Road,,Eskdale Drive,,,,NET E-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,1,UKOS,450427,336059,-1.25145075749,52.91959136817,PLT,,,,,,147,2015-09-03T12:09:00,2015-09-03T12:33:00,1,revise,active
9400ZZNOINH2,ntsjmawj,,,Inham Road Tram Stop,,,,Inham Road,,Eskdale Drive,,,,NET W-bound,,,E0020507,Chilwell,,,Chilwell,,Chilwell,,1,UKOS,450427,336052,-1.25145184218,52.91952844854,PLT,,,,,,147,2015-09-03T12:10:00,2015-09-03T12:33:00,1,revise,active
9400ZZNOLCM,,,,Lace Market Tram Stop,,,,Fletcher Gate,,Fletcher Gate,,,,,,,E0057221,Nottingham,,,Nottingham,,Lace Market,,1,UKOS,457514,339866,-1.14538493854,52.95309919078,MET,,,,,,147,2006-04-13T00:00:00,2010-03-25T13:21:00,2,revise,active
9400ZZNOLCM1,ntmatpwg,,,Lace Market Tram Stop,,,,Fletcher Gate,,Fletcher Gate,,,,NET02,,,E0057221,Nottingham,,,Nottingham,,Lace Market,,1,UKOS,457504,339850,-1.14553659825,52.95295644871,PLT,,,,,,147,2006-04-13T00:00:00,2010-03-25T13:22:00,6,revise,active
9400ZZNOLCM2,ntmatpwj,,,Lace Market Tram Stop,,,,Fletcher Gate,,Fletcher Gate,,,,NET03,,,E0057221,Nottingham,,,Nottingham,,Lace Market,,1,UKOS,457511,339847,-1.14543295173,52.95292873524,PLT,,,,,,147,2006-04-13T00:00:00,2010-03-25T13:22:00,4,revise,active
9400ZZNOMDE,,,,Meadows Embankment Tram Stop,,,,Wilford Toll Bridge,,Queens Walk,,,,,,,E0040140,Meadows,Nottingham,,Nottingham,,,,0,UKOS,456975,338298,-1.1536817017,52.93906298289,MET,,,,,,147,2014-11-06T10:35:00,2014-11-06T14:11:00,1,revise,active
