ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9400ZZLUALD3,,,,Aldgate Underground Station,,,,,,-,,,,,,,E0034191,Aldgate,City of London,,,,,,0,UKOS,533641,181218,-0.07546460572,51.51408950474,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T09:53:00,3,revise,active
9400ZZLUALD4,,,,Aldgate Underground Station,,,,,,-,,,,,,,E0034191,Aldgate,City of London,,,,,,0,UKOS,533644,181213,-0.07542329219,51.51404386391,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T09:53:00,3,revise,active
9400ZZLUALP,,,,Alperton Underground Station,,,,TBA,,-,,,,,,,E0034037,Alperton,London,,,,,,0,UKOS,518020,183784,-0.29960951824,51.54062734667,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUALP1,,,,Alperton Underground Station,,,,,,-,,,,,,,E0034037,Alperton,London,,,,,,0,UKOS,518004,183794,-0.29983677092,51.540720563,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUALP2,,,,Alperton Underground Station,,,,,,-,,,,,,,E0034037,Alperton,London,,,,,,0,UKOS,518013,183790,-0.29970839687,51.54068273346,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUAMS,,,,Amersham Underground Station,,,,TBA,,-,,,,,,,E0044054,Amersham,,,,,,,0,UKOS,496371,198179,-0.60771419301,51.6741262729,MET,,,,,,147,2005-09-26T00:00:00,2008-05-12T15:23:00,2,revise,active
9400ZZLUAMS1,,,,Amersham Underground Station,,,,,,-,,,,,,,E0044054,Amersham,,,,,,,0,UKOS,496387,198157,-0.60748894426,51.67392578323,PLT,,,,,,147,2006-03-27T00:00:00,2008-05-12T15:24:00,4,revise,active
9400ZZLUAMS2,,,,Amersham Underground Station,,,,,,-,,,,,,,E0044054,Amersham,,,,,,,0,UKOS,496394,198156,-0.60738802098,51.67391559501,PLT,,,,,,147,2006-03-27T00:00:00,2008-05-12T15:25:00,4,revise,active
9400ZZLUASG,,,,Arnos Grove Underground Station,,,,TBA,,-,,,,,,,E0034309,Arnos Grove,London,,,,,,0,UKOS,529354,192497,-0.13306242416,51.61644622182,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T09:56:00,2,revise,active
9400ZZLUASG1,,,,Arnos Grove Underground Station,,,,,,-,,,,,,,E0034309,Arnos Grove,London,,,,,,0,UKOS,529354,192481,-0.13306832462,51.6163024377,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T09:57:00,3,revise,active
9400ZZLUASG2,,,,Arnos Grove Underground Station,,,,,,-,,,,,,,E0034309,Arnos Grove,London,,,,,,0,UKOS,529354,192477,-0.13306979972,51.61626649167,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T09:58:00,3,revise,active
9400ZZLUASG3,,,,Arnos Grove Underground Station,,,,,,-,,,,,,,E0034309,Arnos Grove,London,,,,,,0,UKOS,529356,192470,-0.13304351067,51.61620312696,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T09:58:00,3,revise,active
9400ZZLUASL,,,,Arsenal Underground Station,,,,TBA,,-,,,,,,,N0077628,Arsenal,London,,,,,,0,UKOS,531293,186116,-0.1074571749,51.5586554253,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T09:59:00,2,revise,active
9400ZZLUASL1,,,,Arsenal Underground Station,,,,,,-,,,,,,,N0077628,Arsenal,London,,,,,,0,UKOS,531262,186118,-0.10790334995,51.55868060622,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUASL2,,,,Arsenal Underground Station,,,,,,,,,,,,,N0077628,Arsenal,London,,,,,,,UKOS,531260,186120,-0.10793143764,51.55869904413,PLT,,,,,,147,2018-06-17T15:38:26,2018-06-17T15:38:26,0,new,active
9400ZZLUBBB,,,,Bromley-by-Bow Underground Station,,,,TBA,,-,,,,,,,N0075217,Bromley,London,,,,,,0,UKOS,538044,182532,-0.01153823726,51.52483944302,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBBB1,,,,Bromley-by-Bow Underground Station,,,,,,-,,,,,,,N0075217,Bromley,London,,,,,,0,UKOS,538011,182506,-0.01202378876,51.52461386485,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBBB2,,,,Bromley-by-Bow Underground Station,,,,,,-,,,,,,,N0075217,Bromley,London,,,,,,0,UKOS,538017,182506,-0.01193735734,51.5246123999,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBBN,,,,Barbican Underground Station,,,,TBA,,-,,,,,,,N0065116,Barbican,London,,,,,,0,UKOS,532060,181865,-0.09799293796,51.52027518429,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:12:00,3,revise,active
9400ZZLUBBN1,,,,Barbican Underground Station,,,,,,-,,,,,,,N0065116,Barbican,London,,,,,,0,UKOS,532063,181870,-0.09794785203,51.5203194159,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:03:00,3,revise,active
9400ZZLUBBN2,,,,Barbican Underground Station,,,,,,-,,,,,,,N0065116,Barbican,London,,,,,,0,UKOS,532056,181868,-0.09804943316,51.52030307803,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:03:00,3,revise,active
9400ZZLUBDS,,,,Bounds Green Underground Station,,,,TBA,,-,,,,,,,E0034415,Wood Green,London,,,,,,0,UKOS,529992,191466,-0.12423471394,51.60703434046,MET,,,,,,147,2005-09-26T00:00:00,2010-07-05T18:39:00,3,revise,active
9400ZZLUBDS1,,,,Bounds Green Underground Station,,,,,,-,,,,,,,E0034415,Wood Green,London,,,,,,0,UKOS,529966,191448,-0.12461661859,51.60687857975,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBEC,,,,Becontree Underground Station,,,,TBA,,-,,,,,,,E0033934,Dagenham,London,,,,,,0,UKOS,547605,184525,0.12701601897,51.54033126473,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:22:00,2,revise,active
9400ZZLUBEC1,,,,Becontree Underground Station,,,,,,-,,,,,,,E0033934,Dagenham,London,,,,,,0,UKOS,547604,184529,0.12700328601,51.54036746682,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBEC2,,,,Becontree Underground Station,,,,,,-,,,,,,,E0033934,Dagenham,London,,,,,,0,UKOS,547611,184530,0.12710456769,51.54037462303,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKE,,,,Barkingside Underground Station,,,,TBA,,-,,,,,,,E0034721,Barkingside,London,,,,,,0,UKOS,544796,189492,0.08858469981,51.58568867122,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBKE1,,,,Barkingside Underground Station,,,,,,-,,,,,,,E0034721,Barkingside,London,,,,,,0,UKOS,544801,189504,0.08866176336,51.58579521183,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKE2,,,,Barkingside Underground Station,,,,,,-,,,,,,,E0034721,Barkingside,London,,,,,,0,UKOS,544801,189499,0.08865970279,51.58575028506,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKF,,,,Blackfriars Underground Station,,,,TBA,,-,,,,,,,N0077631,Blackfriars,London,,,,,,0,UKOS,531692,180888,-0.1036585383,51.51158120334,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:08:00,2,revise,active
9400ZZLUBKF1,,,,Blackfriars Underground Station,,,,,,-,,,,,,,N0077631,Blackfriars,London,,,,,,0,UKOS,531714,180891,-0.10334057662,51.51160303955,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKF2,,,,Blackfriars Underground Station,,,,,,-,,,,,,,N0077631,Blackfriars,London,,,,,,0,UKOS,531721,180893,-0.1032390167,51.51161938224,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKG,,,,Barking Underground Station,,,,TBA,,-,,,,,,,N0059951,Barking,London,,,,,,0,UKOS,544421,184321,0.08105322527,51.53932117981,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBKG1,,,,Barking Underground Station,,,,,,-,,,,,,,N0059951,Barking,London,,,,,,0,UKOS,544403,184358,0.08080902806,51.53965824325,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKG2,,,,Barking Underground Station,,,,,,-,,,,,,,N0059951,Barking,London,,,,,,0,UKOS,544409,184353,0.08089343348,51.53961178225,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKG3,,,,Barking Underground Station,,,,,,-,,,,,,,N0059951,Barking,London,,,,,,0,UKOS,544415,184349,0.08097824864,51.53957430667,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKH,,,,Buckhurst Hill Underground Station,,,,TBA,,-,,,,,,,E0046277,Buckhurst Hill,,,,,,,0,UKOS,541771,193960,0.04675715207,51.62660463922,MET,,,,,,147,2006-10-24T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBKH1,,,,Buckhurst Hill Underground Station,,,,,,-,,,,,,,E0046277,Buckhurst Hill,,,,,,,0,UKOS,541769,193962,0.04672908695,51.62662311372,PLT,,,,,,147,2006-03-27T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBKH2,,,,Buckhurst Hill Underground Station,,,,,,-,,,,,,,E0046277,Buckhurst Hill,,,,,,,0,UKOS,541768,193954,0.04671141452,51.62655148121,PLT,,,,,,147,2006-03-27T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBLG,,,,Bethnal Green Underground Station,,,,TBA,,-,,,,,,,E0034834,Bethnal Green,London,,,,,,0,UKOS,534987,182715,-0.05550613188,51.52722222342,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBLG1,,,,Bethnal Green Underground Station,,,,,,-,,,,,,,E0034834,Bethnal Green,London,,,,,,0,UKOS,535051,182698,-0.05459063224,51.52705416917,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBLM,,,,Balham Underground Station,,,,TBA,,-,,,,,,,E0034884,Balham,London,,,,,,0,UKOS,528460,173206,-0.15299747229,51.44328785913,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBLM1,,,,Balham Underground Station,,,,,,-,,,,,,,E0034884,Balham,London,,,,,,0,UKOS,528509,173283,-0.15226488159,51.44396874322,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBLR,,,,Blackhorse Road Underground Station,,,,TBA,,-,,,,,,,N0077632,Blackhorse Road,Walthamstow,,,,,,0,UKOS,535805,189380,-0.0411500067,51.58691879113,MET,,,,,,147,2005-09-26T00:00:00,2010-06-04T18:26:00,3,revise,active
9400ZZLUBLR1,,,,Blackhorse Road Underground Station,,,,,,-,,,,,,,N0077632,Blackhorse Road,Walthamstow,,,,,,0,UKOS,535798,189373,-0.04125368852,51.58685757406,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBMY,,,,Bermondsey Underground Station,,,,TBA,,-,,,,,,,E0034789,Bermondsey,London,,,,,,0,UKOS,534500,179445,-0.06376851384,51.49795311012,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:16:00,2,revise,active
9400ZZLUBMY1,,,,Bermondsey Underground Station,,,,,,-,,,,Eastbound,,,E0034789,Bermondsey,London,,,,,,0,UKOS,534504,179442,-0.0637120673,51.49792520027,PLT,,,,,,147,2006-02-15T00:00:00,2018-07-10T08:37:12,3,revise,active
9400ZZLUBMY2,,,,Bermondsey Underground Station,,,,,,,,,,Northbound,,,E0034789,Bermondsey,London,,,,,,,UKOS,534485,179422,-0.06399323147,51.49774999001,PLT,,,,,,147,2018-07-10T08:37:12,2018-07-10T08:37:12,0,new,active
9400ZZLUBND,,,,Bond Street Underground Station,,,,TBA,,-,,,,,,,N0077633,Bond Street,London,,,,,,0,UKOS,528488,181109,-0.14972276417,51.51430428619,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:09:00,2,revise,active
9400ZZLUBND1,,,,Bond Street Underground Station,,,,,,-,,,,,,,N0077633,Bond Street,London,,,,,,0,UKOS,528507,181122,-0.14944436968,51.51441679655,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBND2,,,,Bond Street Underground Station,,,,,,-,,,,,,,N0077633,Bond Street,London,,,,,,0,UKOS,528526,181158,-0.14915759558,51.5147360014,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBND3,,,,Bond Street Underground Station,,,,,,-,,,,,,,N0077633,Bond Street,London,,,,,,0,UKOS,528526,181152,-0.14915978122,51.51468208092,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBNK,,,,Bank Underground Station,,,,TBA,,-,,,,,,,N0065149,Bank,City of London,,,,,,0,UKOS,532707,181119,-0.08895382658,51.51341980792,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T09:59:00,2,revise,active
9400ZZLUBNK1,,,,Bank Underground Station,,,,,,-,,,,,,,N0065149,Bank,City of London,,,,,,0,UKOS,532711,181112,-0.08889884991,51.51335596416,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:00:00,3,revise,active
9400ZZLUBNK2,,,,Bank Underground Station,,,,,,-,,,,,,,N0065149,Bank,City of London,,,,,,0,UKOS,532724,181110,-0.08871237174,51.51333494033,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:00:00,3,revise,active
9400ZZLUBNK3,,,,Bank Underground Station,,,,,,-,,,,,,,N0065149,Bank,City of London,,,,,,0,UKOS,532632,181085,-0.09004678467,51.51313186418,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:01:00,3,revise,active
9400ZZLUBNK4,,,,Bank Underground Station,,,,,,-,,,,,,,N0065149,Bank,City of London,,,,,,0,UKOS,532787,180998,-0.08784717228,51.51231367024,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:01:00,3,revise,active
9400ZZLUBNK5,,,,Bank Underground Station,,,,,,-,,,,,,,N0065149,Bank,City of London,,,,,,0,UKOS,532791,180991,-0.08779219846,51.51224982598,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:02:00,3,revise,active
9400ZZLUBNK8,,,,Bank Underground Station,,,,,,-,,,,,,,N0065149,Bank,City of London,,,,,,0,UKOS,532750,181108,-0.088338741,51.513309,PLT,,,,,,147,2022-09-26T19:03:00,2022-09-26T19:03:00,0,new,active
9400ZZLUBOR,,,,Borough Underground Station,,,,TBA,,-,,,,,,,E0034790,The Borough,London,,,,,,0,UKOS,532436,179752,-0.0933697758,51.50119883594,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:10:00,2,revise,active
9400ZZLUBOR1,,,,Borough Underground Station,,,,,,-,,,,,,,E0034790,The Borough,London,,,,,,0,UKOS,532427,179728,-0.09350836374,51.50098526714,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:10:00,3,revise,active
9400ZZLUBOR2,,,,Borough Underground Station,,,,,,-,,,,,,,E0034790,The Borough,London,,,,,,0,UKOS,532421,179723,-0.09359662976,51.50094173914,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:11:00,3,revise,active
9400ZZLUBOS,,,,Boston Manor Underground Station,,,,TBA,,-,,,,,,,N0077634,Boston Manor,London,,,,,,0,UKOS,516378,178740,-0.32493923491,51.49563456603,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:17:00,3,revise,active
9400ZZLUBOS1,,,,Boston Manor Underground Station,,,,,,-,,,,,,,N0077634,Boston Manor,London,,,,,,0,UKOS,516397,178741,-0.32466533169,51.49563964604,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBOS2,,,,Boston Manor Underground Station,,,,,,-,,,,,,,N0077634,Boston Manor,London,,,,,,0,UKOS,516393,178737,-0.32472424416,51.49560451825,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBSC,,,,Barons Court Underground Station,,,,TBA,,-,,,,,,,N0077629,Barons Court,London,,,,,,0,UKOS,524133,178331,-0.21342690421,51.49031092041,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:04:00,2,revise,active
9400ZZLUBSC1,,,,Barons Court Underground Station,,,,,,-,,,,,,,N0077629,Barons Court,London,,,,,,0,UKOS,524079,178342,-0.21420043068,51.49042161927,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:05:00,3,revise,active
9400ZZLUBSC2,,,,Barons Court Underground Station,,,,,,-,,,,,,,N0077629,Barons Court,London,,,,,,0,UKOS,524085,178341,-0.21411440506,51.49041131678,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:05:00,3,revise,active
9400ZZLUBSC3,,,,Barons Court Underground Station,,,,,,-,,,,,,,N0077629,Barons Court,London,,,,,,0,UKOS,524093,178341,-0.21399923602,51.49040956284,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:06:00,3,revise,active
9400ZZLUBSC4,,,,Barons Court Underground Station,,,,,,-,,,,,,,N0077629,Barons Court,London,,,,,,0,UKOS,524101,178340,-0.21388441823,51.49039882168,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T10:06:00,3,revise,active
9400ZZLUBST,,,,Baker Street Underground Station,,,,TBA,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527950,182050,-0.15713036309,51.52288283208,MET,,,,,,147,2005-09-26T00:00:00,2014-05-06T14:39:00,3,revise,active
9400ZZLUBST1,,,,Baker Street Underground Station,,,,,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527923,182086,-0.15750626426,51.52321246627,PLT,,,,,,147,2006-02-15T00:00:00,2014-05-06T14:40:00,4,revise,active
9400ZZLUBST2,,,,Baker Street Underground Station,,,,,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527931,182089,-0.15738992782,51.52323761626,PLT,,,,,,147,2006-02-15T00:00:00,2014-05-06T14:41:00,4,revise,active
9400ZZLUBST3,,,,Baker Street Underground Station,,,,,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527972,181983,-0.15683774509,51.52227573862,PLT,,,,,,147,2006-02-15T00:00:00,2014-05-06T14:41:00,4,revise,active
9400ZZLUBST4,,,,Baker Street Underground Station,,,,,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527979,181986,-0.15673581643,51.52230111434,PLT,,,,,,147,2006-02-15T00:00:00,2014-05-06T14:42:00,4,revise,active
9400ZZLUBST5,,,,Baker Street Underground Station,,,,,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527910,182079,-0.15769608146,51.52315250039,PLT,,,,,,147,2006-02-15T00:00:00,2014-05-06T14:42:00,4,revise,active
9400ZZLUBST6,,,,Baker Street Underground Station,,,,,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527917,182082,-0.15759415128,51.52317787684,PLT,,,,,,147,2006-02-15T00:00:00,2014-05-06T14:43:00,4,revise,active
9400ZZLUBST7,,,,Baker Street Underground Station,,,,,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527971,182047,-0.15682892758,51.52285111844,PLT,,,,,,147,2006-02-15T00:00:00,2014-05-06T14:44:00,4,revise,active
9400ZZLUBST8,,,,Baker Street Underground Station,,,,,,-,,,,,,,E0034959,Baker Street,Marylebone,,,,,,0,UKOS,527975,182041,-0.15677348126,51.52279629233,PLT,,,,,,147,2006-02-15T00:00:00,2014-05-06T14:44:00,4,revise,active
9400ZZLUBTK,,,,Burnt Oak Underground Station,,,,TBA,,-,,,,,,,E0033949,Burnt Oak,London,,,,,,0,UKOS,520322,190753,-0.26404785808,51.60277380307,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBTK1,,,,Burnt Oak Underground Station,,,,,,-,,,,,,,E0033949,Burnt Oak,London,,,,,,0,UKOS,520316,190763,-0.26413102294,51.6028649554,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBTX,,,,Brent Cross Underground Station,,,,TBA,,-,,,,,,,N0077635,Brent Cross,Golders Green,,,,,,0,UKOS,523885,187932,-0.21362246638,51.57664989279,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:18:00,3,revise,active
9400ZZLUBTX1,,,,Brent Cross Underground Station,,,,,,-,,,,,,,N0077635,Brent Cross,Golders Green,,,,,,0,UKOS,523885,187937,-0.21362070454,51.57669482765,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBWR,,,,Bow Road Underground Station,,,,TBA,,-,,,,,,,E0034838,Bow,London,,,,,,0,UKOS,537095,182740,-0.02512808632,51.52693950945,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:17:00,2,revise,active
9400ZZLUBWR1,,,,Bow Road Underground Station,,,,,,-,,,,,,,E0034838,Bow,London,,,,,,0,UKOS,537101,182742,-0.02504087208,51.52695602626,PLT,,,,,,147,2007-03-12T11:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBWR2,,,,Bow Road Underground Station,,,,,,-,,,,,,,E0034838,Bow,London,,,,,,0,UKOS,537109,182740,-0.02492640114,51.52693611355,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBWT,,,,Bayswater Underground Station,,,,TBA,,-,,,,,,,E0034916,Bayswater,London,,,,,,0,UKOS,525842,180818,-0.18793792726,51.51228410348,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBWT1,,,,Bayswater Underground Station,,,,,,-,,,,,,,E0034916,Bayswater,London,,,,,,0,UKOS,525827,180825,-0.18815147355,51.51235034962,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBWT2,,,,Bayswater Underground Station,,,,,,-,,,,,,,E0034916,Bayswater,London,,,,,,0,UKOS,525823,180824,-0.18820944147,51.51234225261,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBXN,,,,Brixton Underground Station,,,,TBA,,-,,,,,,,E0034628,Brixton,London,,,,,,0,UKOS,531053,175423,-0.11488809366,51.46261782799,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLUBXN1,,,,Brixton Underground Station,,,,,,-,,,,,,,E0034628,Brixton,London,,,,,,0,UKOS,531116,175409,-0.11398692622,51.46247743793,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUBZP,,,,Belsize Park Underground Station,,,,TBA,,-,,,,,,,E0034164,Belsize Park,London,,,,,,0,UKOS,527352,185087,-0.16464755856,51.55031075242,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:07:00,2,revise,active
9400ZZLUBZP1,,,,Belsize Park Underground Station,,,,,,-,,,,Northbound,,,E0034164,Belsize Park,London,,,,,,0,UKOS,527344,185079,-0.16476576893,51.55024066214,PLT,,,,,,147,2006-02-15T00:00:00,2018-07-10T08:37:12,4,revise,active
9400ZZLUBZP2,,,,Belsize Park Underground Station,,,,,,,,,,Southbound,,,E0034164,Belsize Park,London,,,,,,,UKOS,527342,185111,-0.16478302509,51.55052868973,PLT,,,,,,147,2018-07-10T08:37:12,2018-07-10T08:37:12,0,new,active
9400ZZLUCAL,,,,Chalfont & Latimer Underground Station,,,,TBA,,-,,,,,,,E0000559,Little Chalfont,,,,,,,0,UKOS,499636,197559,-0.56068930753,51.66798454827,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:18:00,2,revise,active
9400ZZLUCAL1,,,,Chalfont & Latimer Underground Station,,,,,,-,,,,,,,E0000559,Little Chalfont,,,,,,,0,UKOS,499639,197557,-0.56064651281,51.66796604016,PLT,,,,,,147,2006-03-27T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUCAL2,,,,Chalfont & Latimer Underground Station,,,,,,-,,,,,,,E0000559,Little Chalfont,,,,,,,0,UKOS,499640,197557,-0.56063205801,51.66796586303,PLT,,,,,,147,2006-03-27T00:00:00,2007-11-13T14:00:00,3,revise,active
9400ZZLUCAR,,,,Caledonian Road Underground Station,,,,TBA,,-,,,,,,,N0077636,Caledonian Road,London,,,,,,0,UKOS,530557,184969,-0.11849337709,51.54851854994,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:13:00,2,revise,active
9400ZZLUCAR1,,,,Caledonian Road Underground Station,,,,,,-,,,,,,,N0077636,Caledonian Road,London,,,,,,0,UKOS,530548,184995,-0.11861346129,51.54875428024,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUCFM,,,,Chalk Farm Underground Station,,,,TBA,,-,,,,,,,N0077640,Chalk Farm,London,,,,,,0,UKOS,528150,184418,-0.15338817999,51.54411813282,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:18:00,2,revise,active
9400ZZLUCFM1,,,,Chalk Farm Underground Station,,,,,,-,,,,,,,N0077640,Chalk Farm,London,,,,,,0,UKOS,528140,184428,-0.15352866791,51.54421026852,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUCGN,,,,Covent Garden Underground Station,,,,TBA,,-,,,,,,,N0077645,Covent Garden,London,,,,,,0,UKOS,530246,181019,-0.12443554703,51.51309331843,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T10:25:00,2,revise,active
9400ZZLUCGN1,,,,Covent Garden Underground Station,,,,,,-,,,,,,,N0077645,Covent Garden,London,,,,,,0,UKOS,530250,181013,-0.12438015156,51.51303847743,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUCGN2,,,,Covent Garden Underground Station,,,,,,,,,,,,,N0077645,Covent Garden,London,,,,,,,UKOS,530253,181015,-0.12433620567,51.5130557597,PLT,,,,,,147,2018-06-17T15:38:26,2018-06-17T15:38:26,0,new,active
9400ZZLUCGT,,,,Canning Town Underground Station,,,,TBA,,-,,,,,,,E0034701,Canning Town,London,,,,,,0,UKOS,539456,181318,0.00832187298,51.51358396297,MET,,,,,,147,2005-09-26T00:00:00,2007-09-26T09:00:00,1,revise,active
